venue_id,Name,City,State,Street,Zip,Area,Category_1,Category_2,Category_3,Category_4,Category_5
284,Economy Liquor,Galveston, Texas,1911 23rd St,77550,,,,Store,,
285,Edelweiss,Fort Worth, Texas,3108 Southwest Blvd,76116,,Bar,,,, Eatery
286,Eight Row Flint,Houston, Texas,1039 Yale St,77008,,Bar,,,, Eatery
287,EinStein's Pub,Katy, Texas,873 S Mason Rd Ste 360,77450,,Bar,,,, Eatery
288,El Paso Brewing Company,El Paso, Texas,810 Texas Ave #B,79901,, Bar,Brewery,,, Eatery
289,Elephant Room,Austin, Texas,315 Congress Ave,78701,,Bar,,,,
290,Empire Liquor,Plano, Texas,901 W Spring Creek Pkwy #145,75023,,,,Store,,
291,Eno's Pizza Tavern,Dallas, Texas,407 N Bishop Ave,75208,Oak Cliff,Bar,,,, Eatery
292,Eola School And Lodge,Eola, Texas,12119 FM 381Eola,76937,,,Brewery,,, Eatery
293,ETX Brewing Co.,Tyler, Texas,221 S Broadway Ave,75702,, Bar,Brewery,,,
294,Eureka Heights Brewing Company,Houston, Texas,935 W 18th St,77008,, Bar,Brewery,,,
295,Eureka!,Austin, Texas,200 E 6th St,78701,,Bar,,,, Eatery
296,Exclusive Food Mart,Houston, Texas,16050 West Rd,77095,,,,Store,,
297,Exclusive Food Mart #3,Houston, Texas,455 Hollow Tree Ln,77090,,,,Store,,
298,Fado Irish Pub,Austin, Texas,214 W 4th St,78701,,Bar,,,, Eatery
299,Fanatics,Mission, Texas,2140 E Business Hwy 83,78572,,Bar,,,, Eatery
300,Fat Boss's Pub,San Angelo, Texas,114 South Chadbourne St,76908,,Bar,,,,
301,Fat Dog Beverage,Coffee City, Texas,7630 State Hwy 155,75763,,,,Store,,
302,Feldman's Market Center,McAllen, Texas,100 N 10th St Ste B,78501,,,,Store,,
303,Feldmans Market Center,Laredo, Texas,5506B San Bernardo Ave,78041,,,,Store,,
304,Fetching Lab Brewery,Alvin, Texas,1578 County Rd 423,77511,,,Brewery,,,
305,Filling Station Tap Room,San Antonio, Texas,701 S Saint Mary's St,78205,,Bar,,,,
306,Fion Wine Pub,Austin, Texas,11715 Bee Cave Rd Ste 100,78738,,Bar,, Store,, Eatery
307,Fire Ant Brewing Company,Tomball, Texas,304 Market St,77375,, Bar,Brewery,,,
308,Fish City Grill,San Antonio, Texas,18130 N US Highway 281 Ste 104,78232,,Bar,,,, Eatery
309,Flight School Brewing,Arcola, Texas,503 McKeever,77583,,,Brewery,,,
310,Flix Brewhouse,Round Rock, Texas,2200 S. IH-35 #B1,78681,, Bar,Brewery,,, Eatery
311,Foreman's Home Brewery,Colleyville, Texas,3800  BlvdPO Box 308,76034,,,,,Homebrew Store,
312,Fossil Creek Liquor,Saginaw, Texas,1205 N  Blvd,76179,,,,Store,,
313,Fossil Creek Liquor,Fort Worth, Texas,1900 Western Center Blvd,76131,,,,Store,,
314,Fossil Creek Liquors,Denison, Texas,2730 S US Highway 75,75020,,,,Store,,
315,Four Bullets Brewery,Richardson, Texas,640 N Interurban St,75081,, Bar,Brewery,,,
316,Four Corners Brewing Company,Dallas, Texas,423 Singleton Blvd,75212,Trinity Groves, Bar,Brewery,,,
317,Fox and Hound,Lubbock, Texas,4210 82nd St Ste 240,79423,,Bar,,,, Eatery
318,Fox and Hound,San Antonio, Texas,12651 Vance Jackson Rd Ste 110,78230,,Bar,,,, Eatery
319,Fox and Hound - Westheimer,Houston, Texas,11470 Westheimer Rd,77077,,Bar,,,, Eatery
320,Fox And Hound English Pub & Grill,Dallas, Texas,18918 Midway Rd,75287,North Dallas,Bar,,,, Eatery
321,Fox And Hound English Pub & Grille,Arlington, Texas,1001 N.E. Green Oaks Blvd,76006,,Bar,,,, Eatery
322,Fox And Hound English Pub & Grille,Fort Worth, Texas,6051 SW Loop 820,76132,,Bar,,,, Eatery
323,Fox And Hound English Pub & Grille,Richardson, Texas,112 W Campbell Rd,75080,,Bar,,,, Eatery
324,Fox And Hound English Pub & Grille,College Station, Texas,505 University Dr,77840,,Bar,,,, Eatery
325,Fox's Pizza & Taproom,Schetz, Texas,3900 FM 3009Schetz,78154,,Bar,,,, Eatery
326,Franconia Brewing Company,McKinney, Texas,495  Pkwy,75071,,,Brewery,,,
327,Frank,Austin, Texas,407 Colorado St,78701,,Bar,,,, Eatery
328,Frank Dicorte's Bad Bear Liquor,Waco, Texas,1434 South Valley Mills Dr,76711,,,,Store,,
329,Franklin Barbecue,Austin, Texas,900 E 11th St,78702,,Bar,,,, Eatery
330,Fredericksburg Brewing Company Inc.,Fredericksburg, Texas,245 East Main St,78624,,,Brewery,,, Eatery
331,Fredonia Brewery,Nacogdoches, Texas,138 N Mound St,75961,, Bar,Brewery,,,
332,Freetail Brewing Company,San Antonio, Texas,4035 N Loop 1604 W Ste 105.,78257,, Bar,Brewery,,, Eatery
333,Fresh by Brookshire's,Tyler, Texas,6991 Old Jacksonville Hwy,75703,,,,Store,,
334,Friends & Allies Brewing,Austin, Texas,979 Springdale Rd,78702,, Bar,Brewery,,,
335,Friesenhaus,New Braunfels, Texas,148 S. Castell Ave,78130,,Bar,,,, Eatery
336,Fuzzy's Taco Shop,Carrollton, Texas,4112 N. Josey Ln,75007,,Bar,,,, Eatery
337,Fuzzy's Taco Shop,Burleson, Texas,125 E Renfro St,76028,,,,,,Eatery
338,Fuzzy's Taco Shop,Fort Worth, Texas,2719 Race St,76111,,,,,,Eatery
339,Gabriel's Superstore,San Antonio, Texas,1309 N Loop 1604 W Ste 109,78258,,,,Store, Homebrew Store,
340,Gabriella's Italian Grill And Pizzeria,South Padre Island, Texas,700 Padre Blvd,78597,,Bar,,,,
341,Gabriels Wine And Spirits Outlet Store 58,San Marcos, Texas,4200 South IH-35,78666,,,,Store,,
342,Galactic Coast Brewing,Dickinson, Texas,1675 Dickinson Ave Ste C,77539,,Brewery,,,,
343,Galveston Bay Beer Company,Dickinson, Texas,12900 FM 3436 Rd,77539,, Bar,Brewery,,,
344,Galveston Island Brewing Company,Galveston, Texas,8423 Stewart Rd,77554,, Bar,Brewery,,,
345,George's,Waco, Texas,1925 Speight Ave,76706,,Bar,,,, Eatery
346,GermanDeli European Food Store,Colleyville, Texas,5100 Highway 121,76034,,,,Store,,
347,Gezellig,Dallas, Texas,2010-C Greenville Ave,75206,Lower Greenville,Bar,,,, Eatery
348,Goliad Brewing Company,Goliad, Texas,252 Metting RdGoliad,77963,,,Brewery,,,
349,Good Dog Houston,Houston, Texas,903 Studewood St,77008,,Bar,,,, Eatery
350,Good Libations Brewing,Austin, Texas,PO Box 9391,78766,,,Brewery,,,
351,Goodfriend Beer Garden & Burger House,Dallas, Texas,1154 Peavy Rd,75218,Dallas,Bar,,,, Eatery
352,Goodfriend Package,Dallas, Texas,1155 Peavy Rd,75218,Dallas,,, Store,,Eatery
353,Goody Goody,Dallas, Texas,7124 Greenville Ave,75231,Lake Highlands,,,Store,,
354,Goody Goody,Dallas, Texas,10301 Harry Hines Blvd,75220,Dallas,,,Store,,
355,Goody Goody,Dallas, Texas,3316 Oaklawn Ave,75219,Victory Park,,,Store,,
356,Goody Goody,Fort Worth, Texas,6393 Camp Bowie Blvd,76116,,,,Store,,
357,Goody Goody Liquor,Fort Worth, Texas,4740 Southwest Loop 820,76109,,,,Store,,
358,Goody Goody Liquor,Addison, Texas,14851 Inwood,75001,,,,Store,,
359,Goody Goody Liquor,The Colony, Texas,5285 Hwy 121,75056,,,,Store,,
360,Goody Goody Liquor,Highland Village, Texas,1950 FM 407,75077,,,,Store,,
361,Goody Goody Liquor,Little Elm, Texas,103 FM 423,75219,,,,Store,,
362,Goody Goody Liquor,Fort Worth, Texas,4740 SW Loop 820,76109,,,,Store,,
363,Gordon Biersch,Plano, Texas,7401 Lone Star Dr,75024,, Bar,,,, Eatery
364,Gordon Biersch Brewery Restaurant,Dallas, Texas,8060 Park Lane,75231,Lake Highlands, Bar,,,, Eatery
365,Gordon Street Tavern,Alvin, Texas,114 N Gordon StAlvin,77511,, Bar,Brewery,,, Eatery
366,Gourdough's Public House,Austin, Texas,2700 S Lamar Blvd,78704,,Bar,,,, Eatery
367,Gourmands Neighborhood Pub,Austin, Texas,2316 Webberville Rd,78702,,Bar,,,, Eatery
368,Grain to Glass,McAllen, Texas,5921 N 23rd St,78504,,Bar,,,, Eatery
369,Grape Juice,Kerrville, Texas,623 Water St,78028,,Bar,, Store,, Eatery
370,Grapevine Beer & Wine,Grapevine, Texas,2100 W Northwest Hwy Ste 215,76051,,,,Store,,
371,Grapevine Craft Brewery,Grapevine, Texas,924 Jean St,76051,,,Brewery,,,
372,The Grapevine,Gruene, Texas,1612 Hunter Rd,78130,,,,Store,,
373,Gray Dog,El Paso, Texas,500 N Oregon St,79901,,Bar,,,,
374,Green Jay Bar And Grill,Kingsville, Texas,200 E Yoakum Ave,78363,,Bar,,,, Eatery
375,Greenery Restaurant & Market,El Paso, Texas,Sunland Park Mall,79912,,Bar,, Store,, Eatery
376,Greenhouse Craft Food,Round Rock, Texas,1400 E Old Settlers Blvd #110,78664,,Bar,,,, Eatery
377,Greenway Grocery,San Antonio, Texas,11050 S US Highway 181,78223,,,,Store,,
378,Griff's,Houston, Texas,3416 Roseland St,77006,,Bar,,,, Eatery
379,Growler Room - North,Austin, Texas,6800 Burnet Rd,78757,,,,Store,,
380,Growler Room - South,Austin, Texas,2400 E Oltorf St Ste 6A,78741,,,,Store,,
381,Growler USA,Austin, Texas,609 W 29th St,78705,,Bar,,,,
382,GS1221,San Antonio, Texas,1221 Broadway St Ste 116,78215,,Bar,,,,
383,Guadalupe Brewing Co.,New Braunfels, Texas,1580 Wald Rd Ste 1,78132,,,Brewery,,,
384,Guero's Taco Bar,Austin, Texas,1412 S Congress Ave,78704,,,,,,Eatery
385,Gulf Coast Brewing Company,Beaumont, Texas,13410 Hwy 105,77713,,,Brewery,,,
386,Guns & Oil Brewing Co.,Austin, Texas,807 E 4th St,78702,,,Brewery,,,
387,Guru Burgers & Crepes,Sugar Land, Texas,2268 Texas Dr,77479,,Bar,,,, Eatery
388,Gypsy Uncorked,Wichita Falls, Texas,3115 Kemp Blvd,76308,,Bar,,,, Eatery
389,H-E-B,College Station, Texas,1900 Texas Ave S,77840,,,,Store,,
390,H-E-B,League City, Texas,2955 Gulf Fwy S,77573,,,,Store,,
391,H-E-B  - Waco 8,Waco, Texas,1301 Wooded Acres Dr,76710,,,,Store,,
392,H-E-B (#2),McAllen, Texas,901 Trenton Rd,78504,,,,Store,,
393,H-E-B (Harlingen 02 #291),Harlingen, Texas,613 S Expressway 83,78550,,,,Store,,
394,H-E-B - Austin 3,Austin, Texas,1000 E 41st St,78751,,,,Store,,
395,H-E-B - Brownsville 05,Brownsville, Texas,2155 Paredes Line Rd,78521,,,,Store,,
396,H-E-B - San Antonio 04,San Antonio, Texas,1601 Nogalitos,78204,,,,Store,,
397,H-E-B - San Antonio 17,San Antonio, Texas,12777 W IH 10,78230,,,,Store,,
398,H-E-B - San Antonio 31,San Antonio, Texas,8503 NW Military Hwy,78231,,,,Store,,
399,H-E-B - San Felipe / Table 57,Houston, Texas,5895 San Felipe St,77057,,Bar,, Store,, Eatery
400,H-E-B Plus,Corpus Christi, Texas,1145 Waldron Rd,75418,,,,Store,,
401,H-E-B plus!,Copperas Cove, Texas,2990 E Highway 190,76522,,,,Store,,
402,H-E-B plus! - San Antonio 39,San Antonio, Texas,1150 N Loop 1604 W,78248,,,,Store,,
403,Habana Restaurant & Bar,Austin, Texas,2728 S Congress Ave,78704,, Bar,Brewery,,, Eatery
404,Habanero's Grill,San Antonio, Texas,12234 Nacogdoches Rd,78217,,,,,,Eatery
405,Hailey's Club,Denton, Texas,122 W Mulberry St,76201,,Bar,,,,
406,Halls Wine and Spirits,Colleyville, Texas,4200 Glade Rd,76034,,,,Store,,
407,Hamrick's Market,Cedar Park, Texas,401 Cypress Creek Rd,78613,,,,Store,,
408,Hank's Garage,Austin, Texas,115A San Jacinto,78701,,Bar,,,, Eatery
409,Harold\'92s Restaurant & Tap Room,Houston, Texas,350 W 19th St,77008,,Bar,,,, Eatery
410,Harvest House,Denton, Texas,331 E Hickory St,76201,,Bar,,,,
411,Harvey Washbangers,College Station, Texas,1802 Texas Ave S,77840,,Bar,,,, Eatery
412,Haymaker,Austin, Texas,2310 Manor Rd,78722,,Bar,,,, Eatery
413,Hearsay Gastro Lounge,Houston, Texas,218 Travis St,77002,,Bar,,,, Eatery
414,HEB,San Angelo, Texas,3301 Sherwood Way,76901,,,,Store,,
415,HEB #383,Port Isabel, Texas,1679 Highway 100Port Isabel,78578,,,,Store,,
416,HEB - Burleson,Burleson, Texas,165 Northwest John Jones Dr,76028,,,,Store,,
417,HEB - Midland,Midland, Texas,3325 West Wadley Ave,79707,,,,Store,,
418,HEB plus!,Waco, Texas,9100 Woodway Dr,76712,,,,Store,,
419,Heights Bier Garten,Houston, Texas,1433 N Shepherd Dr,77008,,Bar,,,, Eatery
420,Henderson Tap House,Dallas, Texas,2323 N Henderson Ave,75206,Lower Greenville,Bar,,,, Eatery
421,Hendricks Pub,Houston, Texas,3320 Kirby,77098,,Bar,,,, Eatery
422,Henry's Tavern,Plano, Texas,5741 Legacy Dr Ste 100,75024,,Bar,,,, Eatery
423,Hi Hat Public House,Austin, Texas,2121 E 6th St,78702,,Bar,,,, Eatery
424,Hi Sign Brewing,Austin, Texas,1201 Bastrop Hwy,78742,, Bar,Brewery,,,
425,Hi-Tones,San Antonio, Texas,621 E Dewey,78212,,Bar,,,,
426,HighWheel Beerworks (Dor\uc0\u263 ol Distilling+ Brewing Co.),San Antonio, Texas,1902 S Flores St,78204,, Bar,Brewery,,,
427,Hills & Dales Icehouse,San Antonio, Texas,15403 White Fawn Dr,78255,,Bar,,,,
428,Hoffbrau Steaks,Granbury, Texas,315 E. Hwy 377,76048,,Bar,,,, Eatery
429,Holiday Depot Liquor,Fort Worth, Texas,6520 Randol Mill Rd,76112,,,,Store,,
430,Holiday Wine & Liquor,McAllen, Texas,1912 N 10th St,78501,,,,Store,,
431,Holiday Wine And Liquor,Edinburg, Texas,305 West University Dr,78539,,,,Store,,
432,Holler Brewing Co.,Houston, Texas,2206 Edwards St,77007,, Bar,Brewery, Bar,,
433,Home Brew Party,San Antonio, Texas,8407 Bandera Rd Ste 103,78250,,,,,Homebrew Store,
434,Home Brew Party,San Antonio, Texas,15150 Nacogdoches Rd,78247,,,,,Homebrew Store,
435,Home Sweet Farm Market & Biergarten,Brenham, Texas,307 S Park St,77833,,Bar,,,,
436,The Homebrew Depot,Maydelle, Texas,Hwy 84 E.Maydelle,75772,,,,,Homebrew Store,
437,Homebrew Headquarters,Richardson, Texas,300 N Coit Rd Ste 134,75080,,,,,Homebrew Store,
438,HomeField Grill,Round Rock, Texas,2000 S. IH-35 Ste D-1,78681,,Bar,,,,
439,Hop & Vine,San Antonio, Texas,5619 W Loop 1604 N #109,78253,,Bar,,,, Eatery
440,Hop Scholar Ale House,Spring, Texas,610 Rayford Rd Ste 642,77386,,Bar,,,,
441,Hop Stop,Humble, Texas,802 1st St E #300,77338,,Bar,,,,
442,Hopdoddy Burger Bar - Anderson Lane,Austin, Texas,2438 W Anderson Ln Ste A6,78757,,Bar,,,, Eatery
443,Hopdoddy Burger Bar - McKinney Ave,Dallas, Texas,3227 McKinney Ave Ste 102,75204,Uptown,Bar,,,, Eatery
444,Hopdoddy Burger Bar - Preston Center,Dallas, Texas,6030 Luther Ln Ste 100,75225,University Park,Bar,,,, Eatery
445,Hopdoddy Burger Bar - SoCo,Austin, Texas,1400 S Congress Ave,78704,,Bar,,,, Eatery
446,Hope and Anchor,El Paso, Texas,4012 N Mesa St,79902,,Bar,,,, Eatery
447,Hopfields,Austin, Texas,3110 Guadalupe St Ste 400,78705,,Bar,,,, Eatery
448,HopFusion Ale Works,Fort Worth, Texas,200 E Broadway Ave,76104,,,Brewery,,,
449,Hops and Grain Brewery,Austin, Texas,507 Calles St Ste 101,78702,, Bar,Brewery,,,
450,Hops Meet Barley,Houston, Texas,2245 W Alabama St,77098,,Bar,,,, Eatery
451,Houlihan's - Blanco,San Antonio, Texas,938 N Loop 1604 W,78232,,Bar,,,, Eatery
452,Howdy Doody,Denton, Texas,1625 Scripture St,76201,,,,Store,,
453,Hubcap Grill - Houston Heights,Houston, Texas,1133 W 19th St,77008,,Bar,,,, Eatery
454,Huff Brewing Co.,Bellville, Texas,9805 Koehn Rd,77418,, Bar,Brewery,,,
455,Hughie's,Houston, Texas,1802 W 18th St,77008,,Bar,,,, Eatery
456,Hullabaloo Diner,College Station, Texas,15045 FM 2154 Rd,77845,, Bar,Brewery,,, Eatery
457,Humperdinks Restaurant & Brew Pub,Arlington, Texas,700 Six Flags Dr,76011,, Bar,Brewery,,, Eatery
458,Humperdinks Restaurant and Sports Bar,Addison, Texas,3820 Belt Line Rd,75234,, Bar,Brewery,,, Eatery
459,Humperdinks Restaurant and Sports Bar,Dallas, Texas,2208 W Northwest Hwy,75220,Dallas, Bar,Brewery,,, Eatery
460,Humperdinks Texas LLC,Dallas, Texas,6050 Greenville Ave,75206,Lower Greenville,,Brewery,,, Eatery
461,Hunky Dory,Houston, Texas,1801 N Shepherd Dr,77008,,Bar,,,, Eatery
462,Husky's - Copperfield,Houston, Texas,16010 West Rd,77095,,,,,,Eatery
463,Hyde Park Market,Austin, Texas,4429 Duval St,78751,,,,Store,,
464,HEB  ,Lakeway, Texas,2000 Ranch Rd 620 S,78734,,Bar,, Store,, Eatery
465,I Don't Know Sports Bar and Grill,Amarillo, Texas,1301 SW 6th Ave,79101,,Bar,,,, Eatery
466,Idle Vine Brewing Co,Pflugerville, Texas,16920 Joe Barbee Dr Bldg 1,78667,, Bar,Brewery,,,
467,Independence Brewing Co.,Austin, Texas,3913 Todd Ln Ste 607,78744,, Bar,Brewery,,,
468,Infamous Brewing Company,Austin, Texas,4601 Weletka Dr Ste 200,78734,, Bar,Brewery,,,
469,Intrinsic Brewing,Garland, Texas,509 W State St,75040,, Bar,Brewery,,, Eatery
470,Irish Rover Pub & Restaurant,Frisco, Texas,8250 Gaylord Pkwy,75034,,Bar,,,, Eatery
471,Italic,Austin, Texas,123 W 6th St,78701,,Bar,,,, Eatery
472,J Henry's Draught House + Kitchen,Houston, Texas,1105 Clear Lake City Blvd,77062,,Bar,,,, Eatery
473,Jack Mac's Swill & Grill,Dallas, Texas,19009 Preston Rd Ste 209,75252,North Dallas,Bar,,,, Eatery
474,JAX Neighborhood Cafe,Austin, Texas,2828 Rio Grande,78705,,Bar,,,, Eatery
475,Jester King Brewery,Austin, Texas,13005 Fitzhugh Rd Bld. B,78736,, Bar,Brewery,,,
476,Joe Blows,Houston, Texas,14110 Stuebner,77040,,,,Store,,
477,Joe Vinny & Bronson's Bohemian Cafe,El Paso, Texas,824 N Piedras St,79903,,Bar,,,,
478,Johnny McElroy's Irish Pub,Houston, Texas,1223 Waugh Dr,77019,,Bar,,,, Eatery
479,Johnny's Gold Brick,Houston, Texas,2518 Yale St,77008,,Bar,,,,
480,JP Hops House,Houston, Texas,2317 Highway 6 S,77077,,Bar,,,,
481,Judy's Liquor,Fredericksburg, Texas,411 S Washington St,78624,,,,Store,,
482,Jugs,Houston, Texas,3109 S Shepherd Dr,77098,,,,Store,,
483,Junior's Beer And Wine,Austin, Texas,705 West 29th St,78705,,,,Store,,
484,Jupiter Pizza & Waffle Co.,Sugar Land, Texas,16135 City Walk,77479,,Bar,,,, Eatery
485,K & P Liquor,Denison, Texas,5026 S Texoma Prkwy,75020,,,,Store,,
486,Kahl Brewing Co.,Abilene, Texas,757 S Treadaway Blvd,79602,,,Brewery,,,
487,Kamala Brewing / Whip In,Austin, Texas,1950 Ste Interstate 35,78704,, Bar,, Store,, Eatery
488,Karbach Brewing Co.,Houston, Texas,2032 Karbach St,77092,, Bar,Brewery,,, Eatery
489,Keg & Barrell,Duncanville, Texas,1538 South Clark Rd,75137,,,,Store,,
490,The Keg Steakhouse,Fort Worth, Texas,5760 Southwest Loop 820,76132,,Bar,,,, Eatery
491,Kegs & Barrels,Plano, Texas,601 W Parker Rd,75023,,,,Store,,
492,Kegs & Barrels,Plano, Texas,1905 W 15th St,75075,,,,Store,,
493,Kegs & Corks,Midlothian, Texas,4470 East Hwy 287,76065,,,,Store,,
494,Kelly's at the Village,Allen, Texas,190 E Stacy Rd Ste 1204,75002,,Bar,,,, Eatery
495,Kelly's Eastside,Plano, Texas,1422 Avenue K,75074,,Bar,,,,
496,Kelvin Arms,Houston, Texas,2424 Dunstan Ste 150,77005,,Bar,,,, Eatery
497,Kempner Brick Oven,Kempner, Texas,12093 E Highwy 190,76539,,Bar,,,, Eatery
498,Kilburn's Tavern & Grill,Cypress, Texas,24110 Highway 290 Ste 500,77429,,Bar,,,, Eatery
499,Kilos #2,Cuney, Texas,Hwy 175Cuney,75759,,,,Store,,
500,Kilos Wine & Spirits,Coffee City, Texas,Highway 155 South,75763,,,,Store,,
501,Kinematic Brewing Company,Boerne, Texas,635 State Highway 46 E Ste 207,78006,, Bar,Brewery,,,
502,King Liquor,Austin, Texas,5310 Burnet Rd,78756,,,,Store,,
503,Kings Liquor,Fort Worth, Texas,2810 W Berry St,76109,,,,Store,,
504,Kings Liquor,Fort Worth, Texas,6659 Camp Bowie Blvd,76116,,,,Store,,
505,Kingwood Homebrew Supply,Kingwood, Texas,526  Dr,77339,,,,,Homebrew Store,
506,King\'92s BierHaus,Houston, Texas,2044 E T C Jester Blvd,77008,,Bar,,,, Eatery
507,KJ's Fine Wine & Spirits,Lake Dallas, Texas,304 Swisher Rd,75065,,,,Store,,
508,Knife,Dallas, Texas,5680 N Central Expy,75206,Lower Greenville,Bar,,,, Eatery
509,Knowlwood's Beer And Wine,Sherman, Texas,223 Knowlwood Rd,75092,,,,Store,,
510,Kocks Liquor Beer & Wine,Wichita Falls, Texas,4505 Kemp Blvd,76308,,,,Store,,
511,Kroger,Houston, Texas,1035 N Shepherd Dr,77008,,,,Store,,
512,Kroger,Houston, Texas,5150 Buffalo Speedway,77005,,,,Store,,
513,Kroger,Houston, Texas,1352 W 43rd St,77018,,,,Store,,
514,Kwik Serv (Exxon),Conroe, Texas,27328 Woodson Rd,77385,,,,Store,,
515,La Grange,Houston, Texas,2517 Ralph St,77006,,Bar,,,, Eatery
516,Ladybird's,Houston, Texas,5519 Allen St,77007,,Bar,,,,
517,Lake House Bar & Grill,Dallas, Texas,7510 E Northwest Hwy,75238,Northeast Dallas,Bar,,,, Eatery
518,Lakewood Brewing Company,Garland, Texas,2302 Executive Dr,75041,, Bar,Brewery,,,
519,Lakewood Growler,Dallas, Texas,6448 E Mockingbird Ln,75214,Lakewood,Bar,, Store,,
520,LaSalle Food Mart,Waco, Texas,1400 LaSalle Ave,76706,,,,Store,,
521,Last Stand Brewing Company,Austin, Texas,12345 Pauls Valley Rd Ste I,78737,, Bar,Brewery,,,
522,Lavaca Street Bar,Austin, Texas,405 Lavaca St,78701,,Bar,,,, Eatery
523,Lazarus Brewing Company,Austin, Texas,1902 E 6th St,78702,, Bar,Brewery,,, Eatery
524,Lazy Beach Brewing,Corpus Christi, Texas,7522 Bichon Ste 100,78413,,,Brewery,,,
525,Le Chat Noir Eatery,Castroville, Texas,1403 Angelo St,78009,,Bar,,,, Eatery
526,Leander Beer Market,Leander, Texas,106 W Willis St,78641,,Bar,,,, Eatery
527,Lefty's Draft House,San Antonio, Texas,15179 Judson Rd Ste 101,78247,,Bar,,,,
528,Legacy Liquors,The Colony, Texas,5749 SH 121,75056,,,,Store,,
529,Legal Draft Beer Company,Arlington, Texas,500 E Division St,76011,, Bar,Brewery,,,
530,Leonard's,Lubbock, Texas,9th & Ave X,79401,,,,Store,,
531,Libations,Bryan, Texas,725 E. Villa Maria Ste 700,77802,,,,Store,,
532,Liberty Station,Houston, Texas,2101 Washington Ave,77007,,Bar,,,,
533,Liberty Tavern,Austin, Texas,500 E 4th St,78701,,Bar,,,, Eatery
534,Liquid Town #9,Corpus Christi, Texas,1109 Airline Rd,78412,,,,Store, Homebrew Store,
535,Liquid Town (Store #8),Corpus Christi, Texas,4141 S Alameda St,78411,,,,Store,,
536,Liquor Mart,Nacogdoches, Texas,1501 North St,75961,,,,Store,,
537,Little Elm Crafthouse,Little Elm, Texas,850 W Eldorado Pkwy Ste 700,75068,,Bar,,,,
538,Little Gretel,Boerne, Texas,518 River Rd,78006,,Bar,,,, Eatery
539,Little J's Bar,Houston, Texas,5306 Washington Ave,77007,,Bar,,,, Eatery
540,Little Red Wasp,Fort Worth, Texas,808 Main St,76102,,Bar,,,, Eatery
541,Little Woodrow's,Houston, Texas,2306 Brazos St,77006,,Bar,,,, Eatery
542,Little Woodrow's,Houston, Texas,5611 Morningside Dr,77005,,Bar,,,, Eatery
543,Little Woodrow's - EADO,Houston, Texas,2019 Walker St,77003,,Bar,,,,
544,Little Woodrow's - Parmer Lane,Austin, Texas,6301 Parmer Ln,78729,,Bar,,,,
545,Little Woodrow's - Southpark,Austin, Texas,9300 S Interstate 35 Ste A100,78748,,Bar,,,,
546,Little Woodrow's - The Heights,Houston, Texas,2631 White Oak Dr,77009,,Bar,,,,
547,Little Woodrow's - West Sixth,Austin, Texas,520 W 6th St,78701,,Bar,,,,
548,Live Oak Brewing Company,Del Valle, Texas,1615 Crozier Ln,78617,, Bar,Brewery,,,
549,Live Oak Market,Austin, Texas,4410 Manchaca Rd,78745,,,,Store,,
550,Local Boys Liquor,Wichita Falls, Texas,2731 Southwest Pkwy Ste 3,76308,,,,Store,,
551,Local Pour,Houston, Texas,1952 W Gray St,77019,,Bar,,,, Eatery
552,Local Pour - The Woodlands,The Woodlands, Texas,1900 Hughes Landing Blvd #350,77381,,Bar,,,, Eatery
553,Lochrann's Irish Pub & Eatery,Frisco, Texas,6195 Main St,75034,,Bar,,,,
554,Londoner,Addison, Texas,14930 Midway Rd,75001,,Bar,,,, Eatery
555,Lone Star Beverages,Carrollton, Texas,3065 N Josey Ln Ste 62,75007,,,,Store,,
556,Lone Star Liquor,Huntsville, Texas,975 Highway 190 E,77340,,,,Store,,
557,Lone Star Taps & Caps,Fort Worth, Texas,6115 Camp Bowie Blvd #114,76116,,Bar,, Store,,
558,Lone Star Taps & Caps,Lewisville, Texas,4740 State Highway 121 Ste 500,75056,,Bar,, Store,,
559,Lone Star Taps And Caps,Denton, Texas,505 W Hickory St,76201,,Bar,,,,
560,Long Wooden Spoon (LWS) Brewing,Amarillo, Texas,4098 Business Park Dr,79110,, Bar,Brewery,,,
561,Longhorn Liquor,Lumberton, Texas,467 N Lhs DrLumberton,77657,,,,Store,,
562,Lorelei Brewing Company,Corpus Christi, Texas,520 NAS Dr,78418,, Bar,Brewery,,,
563,Lowbrow,Houston, Texas,1601 W Main St,77006,,Bar,,,, Eatery
564,LUCK (Local Urban Craft Kitchen),Dallas, Texas,3011 Gulden Ln Ste 112,75212,Trinity Groves,Bar,,,, Eatery
565,Lucky Lou's,Denton, Texas,1207 W Hickory St,76201,,Bar,,,,
566,Lucky's Pub,Cypress, Texas,27126 NW Freeway,77433,,Bar,,,, Eatery
567,Luke's Icehouse,Houston, Texas,903 Durham Dr,77056,,Bar,,,, Eatery
568,Maacs Grill,Irving, Texas,8150 N MacArthur Blvd ,75063,,Bar,,,, Eatery
569,Mad Pecker Brewing Co.,San Antonio, Texas,6025 Tezel Rd #122,78250,, Bar,Brewery,,, Eatery
570,Majestic Fine Wines & Spirits,Highland Village, Texas,2140 Justin Rd,75077,,,,Store,,
571,Majestic Fine Wines & Spirits,Hebron, Texas,2401 Parker Rd,75010,,,,Store,,
572,Majestic Liquor,Azle, Texas,503 Northwest Pkwy,76020,,,,Store,,
573,Majestic Liquors,Fort Worth, Texas,1004 NE Loop 820,76106,,,,Store,,
